name,genre,artist,song,danceability,energy,liveness,valence
default,--,--,--,0.0,0.0,0.0,0.0
Waterloo,Pop,Abba,Waterloo,-0.610773,1.34764,0.533602,1.24616
DancingQueen,Pop,Abba,Dancing Queen,0.520683,0.233578,0.103909,0.241891
CountryRoads,Country,John Denver,Country Roads,-1.612884,-0.535034,0.22544,0.350232
Surprise,Pop,Rick Astley,Never Gonna Give You Up,0.930107,1.396981,-0.077223,1.77295
ViolinDubstep,Electronic,Lindsey Stirling,Crystallize,-0.616161,0.197537,-0.605528,-1.532756
Pop,Pop,Jennifer Lopez,On The Floor,0.924719,0.789668,-0.674248,0.388683
Starman,Rock,David Bowie,Starman - 2012 Remastered Version,-0.2894412575913503,-0.3884666175588905,1.595408896286666,0.3669092173684101
DnB,Electronic,The Prodigy,Voodoo People (Pendulum Mix),-0.5205648647695157,1.4604028229503192,0.2272191020296537,0.3034352398619
Tycho,Electronic,Tycho,Awake,0.0572441531758981,1.163133618790015,-1.0500976039268732,0.5461298597397324
Arty,Electronic,ARTY,Save Me Tonight,0.0467385346677997,1.2392635369286296,-0.2377188435774459,-0.1632851829800857
Alternative,Alternative,Linkin Park,In the End,0.0047160606354059,1.0725027638630928,-0.5556049818861681,-0.3051681915240493
Metal,Metal,Sabaton,The Last Stand,0.519,0.935,0.0661,0.498
Disco,Electronic,Conrad Sewell,Hold Me Up (Throttle Remix),0.748,0.933,0.297,0.473
Ukraine,Ukraine,Dirk Mündelein,National Anthem of the Ukraine (Solo Guitar),0.0,-1.0,2.0,0.0
Cossack,Ukraine,Folk Music,"Хай живе, вільна Україна",0.5,0.7,0.5,0.5
Bayraktar,Ukraine,Ukrainian Armed Forces,Bayraktar,1.5,1.5,-1.0,1.0
spotify/671,Alternative,Joji,Sanctuary,0.0572441531758981,0.3365802218564859,1.0973283524475748,-0.5067914141917871
spotify/677,Pop,Smash Mouth,All Star,0.9974970096507072,1.101504637439708,-0.909104124168338,1.2256747953976634
spotify/45639,Blues,Jimi Hendrix,All Along the Watchtower,-0.626936,0.888356,-0.883847,0.419445
spotify/552,A Capella,MC6 A Cappella,For the Longest Time,0.420882802804353,-0.9539551389324756,-0.7016476746926037,1.0053490045827476
spotify/553,A Capella,The Singers Unlimited,Clair,-0.275908316531386,-1.2290333638480144,-0.6129804942417518,-0.134605906886378
spotify/556,A Capella,Glad,A Debtor to Mercy Alone,-0.7773867736290767,-1.478775436468701,-0.8025349062283778,-0.7854712523786511
spotify/563,A Capella,Peter Hollens,December Song (A Capella Bonus Track),-1.4952927753689291,-0.5232405499199873,-0.7002799285156532,-0.8908136204352041
spotify/574,A Capella,BYU Noteworthy,Star Wars: A Capella Strikes Back,-1.1785695393072295,-0.5666739538540195,-0.723724877439063,-0.5785487436961366
spotify/603,A Capella,The King's Singers,Sleigh Ride,1.0490505543267237,-0.7910798741798538,-0.3787819335637113,1.5997809386161532
spotify/604,A Capella,Hyannis Sound,A Thousand Miles,-1.168012098105173,-0.2011094707425798,0.3724687815100531,0.3732947962434306
spotify/640,A Capella,The UNCG Spartones,Something's Missing (A Capella) [Bonus Track],-1.3369311573380795,-0.414657040084906,-0.246032157045056,0.079841056657319
spotify/658,A Capella,Tonic Sol-Fa,Cecilia,1.165182407549347,0.9281590315422636,-0.6388356908265878,1.9534303170917235
spotify/685,Alternative,Summer Walker,Girls Need Love (with Drake) - Remix,0.6320316268454863,-0.4689487950024466,-0.2955360290908295,-1.33588512547414
spotify/1108,Alternative,Evanescence,Bring Me To Life,-1.1627333775041446,1.3878292231774405,1.16726709697744,-0.4694441482089924
spotify/2739,Alternative,Rammstein,AUSLÄNDER,0.7639996418711945,1.2683873623588513,1.0366577578464422,0.1287500132550041
spotify/676,Alternative,88-Keys,That's Life (feat. Mac Miller & Sia),-0.0594807718892244,0.7689032171174782,1.4643829109832407,0.3055747024927894
spotify/1138,Alternative,Avenged Sevenfold,Hail to the King,0.2572424641724748,1.1779011041629504,-0.2955360290908295,1.0015867771521565
spotify/1149,Alternative,Bad Wolves,Zombie,-0.4659422581684055,0.957114634164952,-0.4561522896666455,-0.9585337141858452
spotify/3356,Alternative,Breakbot,Baby I'm Yours - feat. Irfane,1.5452502908233865,0.834053323018527,-0.4004328298881782,1.178411466389942
spotify/1451,Alternative,Volbeat,Still Counting,-1.199684421711343,1.2937235146537036,1.2550901829470331,-0.4619196933478101
spotify/1227,Alternative,Trevor Daniel,Falling,1.307707863777112,-0.4761876956581187,-0.8248635589304258,-0.7854712523786511
spotify/1179,Alternative,Tierra Whack,Hungry Hippo,1.888367129890228,0.1753133633523679,-0.6388356908265878,1.2611804698629476
spotify/27734,Anime,KANA-BOON,Silhouette,-0.5292869053807455,1.3480152695712442,0.8876877650631353,-0.2324238200817485
spotify/27732,Anime,TK from Ling tosite sigure,Unravel,-0.1544977427077343,1.1851400048186225,-0.6880330286085999,-0.4205351916113071
spotify/28178,Anime,Official HIGE DANdism,ノーダウト,0.1991765375611631,1.3552541702269163,0.9484974550113818,1.310089426460633
spotify/27749,Anime,Ikimonogakari,Blue Bird,-0.0014148452779127,1.4638376800619972,-1.6508314329474734,1.5245363900043296
spotify/27893,Anime,Mrs. GREEN APPLE,青と夏,-1.1944057011103146,1.1779011041629504,0.7570437627160946,1.1295025097922564
spotify/28145,Anime,Sukima Switch,奏(かなで),-0.0911530954953944,0.3780025817111862,-0.7363060808346351,0.0610299195043631
spotify/27739,Anime,Linked Horizon,Guren no Yumiya,-0.4289912139612072,1.4131653754722926,-1.2144332951655108,-0.4242974190418983
spotify/27738,Anime,Cö Shu Nie,Asphyxia,-1.4952927753689291,1.340776368915572,0.8793658580599006,-0.4167729641807159
spotify/28186,Anime,Motohiro Hata,鱗(うろこ),-0.4976145817745755,0.6747975085937411,-0.6652029046398742,0.1814211972832806
spotify/28120,Anime,GReeeeN,キセキ,0.5528508178300613,0.2042689659750562,-0.0816661195579105,-0.4017240544583512
spotify/45690,Blues,Steppenwolf,Magic Carpet Ride,0.547572097229033,0.3237108267936456,-2.097728385930945,1.3401872459053623
spotify/45693,Blues,Ella Fitzgerald,Dream A Little Dream Of Me - Single Version,-0.4923358611735472,-1.6561285025326669,0.1964155709005033,-0.1910393183452455
spotify/45682,Blues,Mungo Jerry,In the Summertime,1.149346245746262,-0.4074181394292339,-0.0228521076474526,1.987290363967044
spotify/45773,Blues,Traffic,Dear Mr. Fantasy,-1.511128937172014,0.18255226400804,-0.1076897645946349,1.1708870115287595
spotify/46505,Blues,Gary Moore,Still Got The Blues,-1.833130893834742,-0.6209657087715601,-0.4004328298881782,-0.4694441482089924
spotify/46234,Blues,The Blues Brothers,Everybody Needs Somebody to Love,-0.2336785517231593,1.326298567604228,1.069626449212472,1.787892310145712
spotify/45963,Blues,James Gang,Funk #49,0.6161954650424013,1.326298567604228,-0.7195574224370175,1.1106913726393006
spotify/45857,Blues,Frankie Lymon,Why Do Fools Fall in Love,-0.7826654942301051,-0.1070037622188427,-0.7002799285156532,1.5057252528513738
spotify/45920,Blues,The Flamingos,I Only Have Eyes for You,0.0830446843385405,-0.899663384014935,-0.4224416084312167,-0.5334020145290425
spotify/46357,Blues,Little Eva,The Locomotion,0.4895061706177213,0.7978588197401665,0.8152362512591756,1.095642462916936
spotify/104025,Classical,Ludwig van Beethoven,"Sonata No. 14 ""Moonlight"" in C-Sharp Minor"", Op. 27 No. 2: I. Adagio sostenuto",-1.859524496839884,-2.0134768333999187,0.0646211817126998,-1.105260583978901
spotify/104024,Classical,Wolfgang Amadeus Mozart,"Piano Concerto No. 21 in C Major, K. 467 ""Elvira Madigan"": II. Andante",-1.8067372908296,-1.915281146005727,-0.7820273380195389,-1.4491281711349342
spotify/104022,Classical,Johann Sebastian Bach,"Cello Suite No. 1 in G Major, BWV 1007: I. Prélude",-1.4741778929648155,-1.638031250893487,-1.0271164333983216,-0.5183531048066777
spotify/104049,Classical,Frédéric Chopin,Nocturne en mi bémol majeur opus 9 n°2: Ballade en Sol Mineur No.1,-0.7879442148311334,-1.869314126842209,-0.514305671056888,-1.4062387784261947
spotify/104032,Classical,Claude Debussy,Suite bergamasque: Suite bergamasque: III. Clair de lune. Andante très expressif,-1.0202079212763795,-1.9413411883661464,-1.7166332602256895,-1.5247489424898168
spotify/104848,Classical,Andrea Bocelli,Con Te Partirò,-1.5586374225812691,-0.704213066311789,-0.8460469727828688,-0.5371642419596336
spotify/104876,Classical,Howard Shore,"The Breaking of the Fellowship (feat. ""In Dreams"")",-2.139296688694385,-1.5366866417140774,-0.8506304567794508,-1.4984133504756787
spotify/104050,Classical,Franz Schubert,"4 Impromptus, Op.90, D.899: No.4 in A Flat Major: Allegretto",-1.072995127286663,-1.961972055234812,-0.3056615591508309,-1.5262538334620532
spotify/104028,Classical,DragonForce,Through The Fire And Flames,-2.2343136595128947,1.4095459251444564,0.9405481729752276,-1.1504073131459949
spotify/104843,Classical,Erik Satie,Première Gymnopédie,0.2994722289807014,-2.0128977213474646,-0.9392189930639908,-0.4920175127925395
spotify/167303,Comedy,Bo Burnham,From God's Perspective,-1.0466015242815212,-0.3024540799219889,1.99436034149634,-0.3302417332771191
spotify/167305,Comedy,Sarah Silverman,A Place Called Slaughter Race,-0.5504017877848588,-0.613726808115888,-0.751846319462414,-0.439346328764263
spotify/167439,Comedy,Monty Python,Always Look On The Bright Side Of Life,0.7006549946588545,-0.0961454112353346,0.3099455216120588,1.106929145208709
spotify/167307,Comedy,Mike Birbiglia,Don't Tell Anyone,-0.085874374894366,0.9788313361319682,1.5678524847082886,0.4334904351328895
spotify/167304,Comedy,Demetri Martin,People Watching,-0.4764996993704622,1.4131653754722926,1.4643829109832407,-0.4995419676537219
spotify/167309,Comedy,Kevin Hart,Push It On Me - From “What Now?”,0.2572424641724748,0.359905330072006,1.2984452014155026,0.7006085827048627
spotify/167310,Comedy,Daniel Tosh,Buff,0.3047509495817297,1.4204042761279647,2.017642051288006,-0.6349821551550041
spotify/167321,Comedy,Mitch Hedberg,Sandwiches,-0.2389572723241876,1.362493070882588,1.9540087448178585,-1.1278339485624478
spotify/167308,Comedy,Bill Burr,Oddly Racist,0.2361275817683615,1.051220342688689,1.2135273601446577,-0.4619196933478101
spotify/167324,Comedy,John Mulaney,The Salt and Pepper Diner,-0.2970231989354993,1.1055120976062296,2.174864716178893,0.0121209629066778
spotify/212275,Country,Luke Combs,Beautiful Crazy,0.0830446843385405,-0.5775323048375276,-0.764697365145899,-0.2361860475123396
spotify/212448,Country,Lynyrd Skynyrd,Sweet Home Alabama,0.3153083907837864,0.1572161117131877,-0.8613870132631853,1.659976577505612
spotify/212276,Country,Kane Brown,Heaven,0.7428847594670812,-0.0201369543507778,-0.6002387626904392,0.2867635653398335
spotify/212278,Country,Dan + Shay,Tequila,-0.3286955225416693,0.1174021581069913,-0.285486918853857,0.2190434715891923
spotify/212295,Country,Chris Stapleton,Tennessee Whiskey,-0.7615506118259917,-0.6933547153282809,-0.92781769342861,0.252903518464513
spotify/212292,Country,Kacey Musgraves,Rainbow,0.2361275817683615,-1.3195196220439154,-0.5751153610051343,-0.3603395527218485
spotify/212286,Country,Morgan Wallen,Whiskey Glasses,0.4156040822033247,0.4286748863008908,-0.4791097684893486,0.967726730276836
spotify/212832,Country,America,A Horse with No Name,0.6214741856434296,-0.2011094707425798,-0.0816661195579105,1.4530540688230973
spotify/212346,Country,Dolly Parton,Jolene,0.7270485976639962,-0.0889065105796625,-0.3056615591508309,1.3702850653500918
spotify/212308,Country,Brett Young,In Case You Didn't Know,0.3733743173950981,-0.0925259609074986,-0.6388356908265878,-0.0405502211215986
spotify/9037,Dance,Ava Max,Sweet but Psycho,0.9645910247102704,0.5155416941689553,0.0096251313634305,0.6893219004130892
spotify/9048,Dance,DJ Snake,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",1.6085949380357265,0.8557700249855431,-1.3060100558618808,0.5501194854812156
spotify/9050,Dance,Mark Ronson,Nothing Breaks Like a Heart (feat. Miley Cyrus),0.341701993788928,0.841292223674199,1.140092668355447,-0.7553734329339218
spotify/9034,Dance,benny blanco,Eastside (with Halsey & Khalid),0.1252744491467671,0.4286748863008908,-0.4675815511400982,-0.4732063756395836
spotify/9046,Dance,Bazzi,Beautiful (feat. Camila Cabello),0.5370146560269763,0.5625945484308239,-0.6002387626904392,-0.7365622957809659
spotify/9073,Dance,Camila Cabello,Havana,1.2074121723575737,-0.1395788151693671,-0.2955360290908295,-0.1910393183452455
spotify/9066,Dance,5 Seconds of Summer,Youngblood,0.3153083907837864,1.058459243344361,-0.3787819335637113,-1.1014983565483096
spotify/9129,Dance,Anne-Marie,2002,0.8484591714876473,0.4395332372843989,-0.246032157045056,0.5952662146483096
spotify/9119,Dance,Tiësto,Jackie Chan,1.1123952015390637,0.9860702367876402,-1.3768041789451313,0.9112933188179686
spotify/9072,Dance,Sia,"Thunderclouds (with Sia, Diplo & Labrinth)",0.8167868478814773,0.5589750981029878,0.622336846784747,0.234092381311557
spotify/22217,Electronic,Gaullin,Moonlight,1.4607907612069329,0.7218503628556097,0.9524543696208904,-0.5823109711267278
spotify/22175,Electronic,Daft Punk,Get Lucky (feat. Pharrell Williams & Nile Rodgers) - Radio Edit,1.3604950697873952,0.9028228792474116,-0.651954031286133,1.5696831191714238
spotify/22199,Electronic,Blur,Song 2 - 2012 Remastered Version,0.7270485976639962,0.8231949720350188,-1.041169342589986,1.7803678552845297
spotify/22173,Electronic,New Order,Blue Monday - 2016 Remastered Version,1.355216349186367,0.5119222438411193,-1.0482518102792269,1.5471097545878767
spotify/22228,Electronic,The Prodigy,Breathe,0.7534422006691378,0.9426368328536078,-1.925801193211786,-0.4694441482089924
spotify/22186,Electronic,Boombox Cartel,Moon Love,0.8959676568969022,1.3516347198990804,-0.5876178076629679,-0.868240255851657
spotify/22198,Electronic,Massive Attack,Teardrop,0.4156040822033247,-0.5160016492643151,-0.2656134038561104,-0.8607158009904746
spotify/22171,Electronic,RL Grime,UCLA,-0.0014148452779127,1.148945501540262,-0.8863047142241232,-0.4167729641807159
spotify/22208,Electronic,Valentino Khan,Lick It,1.3921673933935652,1.0186452897381646,-0.5627292178619112,0.7495175393025479
spotify/22424,Electronic,Verbus,Trust in Me,1.0754441573318654,0.1101632574513192,1.3374773316428537,-1.2256518617578185
spotify/40503,Folk,Eagles,Hotel California - Eagles 2013 Remaster,0.2255701405663048,-0.1938705700869077,-1.402035784343159,0.6178395792318567
spotify/40606,Folk,Tom Walker,Leave a Light On,0.2625211847735031,0.2259856679420725,-0.285486918853857,-0.6688422020303246
spotify/40501,Folk,Grouplove,Tongue Tied,0.1252744491467671,1.3552541702269163,-0.031096720900561,-0.2775705492488426
spotify/40527,Folk,Billy Joel,Uptown Girl,0.8695740538917606,1.3805903225217682,1.7227435580047443,1.3025649715994507
spotify/40497,Folk,Vance Joy,Riptide,-0.275908316531386,0.6132668530205284,-0.1164785805717041,0.2453790636033306
spotify/40495,Folk,Hozier,Almost (Sweet Music),-0.5767953907900005,0.4612499392514148,0.2775473104544902,0.9827756399992006
spotify/40509,Folk,Tracy Chapman,Fast Car,0.922361259902044,-0.975671840899492,-0.3056615591508309,-0.9434848044634804
spotify/40622,Folk,John Lennon,Imagine - Remastered,0.0566510813333988,-1.102352602373753,-0.7546914076948581,-1.0375404902282597
spotify/40555,Folk,Boston,More Than a Feeling,-0.8407314208414167,0.4359137869565628,-1.5775192963413929,-0.5898354259879102
spotify/40553,Folk,Vanessa Carlton,A Thousand Miles,0.1252744491467671,0.9534951838371158,-0.031096720900561,-0.6650799745997334
spotify/66741,Hip-Hop,Paulo Londra,Adan y Eva,1.2179696135596303,0.5336389458081355,-1.1865682856916395,1.035446824027477
spotify/66608,Hip-Hop,Meek Mill,Going Bad (feat. Drake),1.861973526885086,-0.2373039740209402,0.5654485493720295,0.3732947962434306
spotify/66613,Hip-Hop,XXXTENTACION,SAD!,1.0754441573318654,0.1861717143358761,-0.3895633753543066,0.106176648671457
spotify/66616,Hip-Hop,Flipp Dinero,Leave Me Alone,1.3499376285853386,0.6567002569545609,0.1394442803262803,1.118215827500483
spotify/66624,Hip-Hop,Drake,God's Plan,1.149346245746262,-0.4074181394292339,1.609503559426931,-0.3302417332771191
spotify/66673,Hip-Hop,Nio Garcia,Te Boté - Remix,1.9358756152994827,0.4105776346617106,-1.3565099553002686,-0.0104524016768692
spotify/66621,Hip-Hop,Metro Boomin,Space Cadet (feat. Gunna),1.925318174097426,-0.3531263845116933,0.4893420764073529,0.7269441747190009
spotify/66620,Hip-Hop,Logic,Keanu Reeves,0.9170825393010156,1.1815205544907863,-0.2755130835574699,1.3966206573642297
spotify/66659,Hip-Hop,Kendrick Lamar,HUMBLE.,1.9622692183046244,0.2151273169585644,-0.7223342759693958,-0.0894591777192839
spotify/66627,Hip-Hop,Future,Fine China,0.6320316268454863,-0.0708092589404823,-0.3574774664817811,0.3996303882575689
spotify/92825,Indie,YUNGBLUD,11 Minutes (with Halsey feat. Travis Barker),-0.3814827285519522,1.051220342688689,-0.5627292178619112,-0.7967579346704246
spotify/92845,Indie,Arctic Monkeys,Do I Wanna Know?,0.0619298019344271,-0.1070037622188427,0.3663469280308771,-0.1496548166087425
spotify/92833,Indie,Dermot Kennedy,Power Over Me,-0.6137464349971988,1.0186452897381646,-0.5876178076629679,0.1738967424220982
spotify/92982,Indie,Charli XCX,1999,1.070165436730837,0.6530808066267249,0.4380144918400728,0.8059509507614157
spotify/92838,Indie,Foster The People,Pumped Up Kicks,1.038493113124667,0.5372583961359716,-0.7251169327526648,1.9571925445223144
spotify/92956,Indie,Radiohead,Creep,-0.1122679778995077,-0.4761876956581187,-0.3261465906809084,-1.282085273216686
spotify/94177,Indie,December Avenue,Kung 'Di Rin Lang Ikaw,-0.180891345712876,-0.2879762786106448,0.1682346081589527,-1.1767429051601332
spotify/92878,Indie,Kings of Leon,Sex on Fire,0.0302574783282571,1.243051210063999,-0.2557867851872352,-0.266283866957069
spotify/93848,Indie,This Band,Kahit Ayaw Mo Na,0.6637039504516562,-0.1178621132023508,-0.6002387626904392,-0.0781724954275104
spotify/92955,Indie,James TW,When You Love Someone,0.7323273182650245,-0.4255153910684141,-1.5080339249673989,-0.3340039607077102
spotify/145461,Jazz,Aretha Franklin,I Say a Little Prayer,0.2836360671776164,-0.7476464702458215,-1.3790783055204563,0.2039945618668276
spotify/145432,Jazz,Etta James,At Last,-1.9281478646532515,-0.8381327284417224,0.8064474352821067,-0.4882552853619483
spotify/145431,Jazz,Leslie Odom Jr.,Alexander Hamilton,0.3839317585971547,-0.4580904440189385,-0.4448202996828935,0.4447771174246626
spotify/145495,Jazz,Jamiroquai,Virtual Insanity - Remastered,0.6637039504516562,1.4023070244887843,-0.2656134038561104,0.2641902007562865
